Entity,Code,Year,Annual CO₂ emissions
Europe (excl. EU-28),,1915,103346296
Europe (excl. EU-28),,1916,108009016
Europe (excl. EU-28),,1917,93933720
Europe (excl. EU-28),,1918,43828300
Europe (excl. EU-28),,1919,40727680
Europe (excl. EU-28),,1920,41523970
Europe (excl. EU-28),,1921,39224220
Europe (excl. EU-28),,1922,51602264
Europe (excl. EU-28),,1923,57445068
Europe (excl. EU-28),,1924,65391130
Europe (excl. EU-28),,1925,65442544
Europe (excl. EU-28),,1926,84189410
Europe (excl. EU-28),,1927,104169624
Europe (excl. EU-28),,1928,114072504
Europe (excl. EU-28),,1929,123998060
Europe (excl. EU-28),,1930,156940080
Europe (excl. EU-28),,1931,182841230
Europe (excl. EU-28),,1932,203041680
Europe (excl. EU-28),,1933,223485220
Europe (excl. EU-28),,1934,265800750
Europe (excl. EU-28),,1935,298107700
Europe (excl. EU-28),,1936,339319700
Europe (excl. EU-28),,1937,349061950
Europe (excl. EU-28),,1938,365222000
Europe (excl. EU-28),,1939,373188860
Europe (excl. EU-28),,1940,433323400
Europe (excl. EU-28),,1941,372784350
Europe (excl. EU-28),,1942,207540160
Europe (excl. EU-28),,1943,217222140
Europe (excl. EU-28),,1944,306486000
Europe (excl. EU-28),,1945,323732830
Europe (excl. EU-28),,1946,373804580
Europe (excl. EU-28),,1947,456402750
Europe (excl. EU-28),,1948,485929860
Europe (excl. EU-28),,1949,547429900
Europe (excl. EU-28),,1950,604879500
Europe (excl. EU-28),,1951,655312400
Europe (excl. EU-28),,1952,698584900
Europe (excl. EU-28),,1953,736438140
Europe (excl. EU-28),,1954,805812860
Europe (excl. EU-28),,1955,913553200
Europe (excl. EU-28),,1956,1004027970
Europe (excl. EU-28),,1957,1096341500
Europe (excl. EU-28),,1958,1164714600
Europe (excl. EU-28),,1959,1226186000
Europe (excl. EU-28),,1960,1281183500
Europe (excl. EU-28),,1961,1321826400
Europe (excl. EU-28),,1962,1389629300
Europe (excl. EU-28),,1963,1493894900
Europe (excl. EU-28),,1964,1588027800
Europe (excl. EU-28),,1965,1683288200
Europe (excl. EU-28),,1966,1777336300
Europe (excl. EU-28),,1967,1855620100
Europe (excl. EU-28),,1968,1913420200
Europe (excl. EU-28),,1969,1992988700
Europe (excl. EU-28),,1970,2111233000
Europe (excl. EU-28),,1971,2238248200
Europe (excl. EU-28),,1972,2349341200
Europe (excl. EU-28),,1973,2457201700
Europe (excl. EU-28),,1974,2536994800
Europe (excl. EU-28),,1975,2663130600
Europe (excl. EU-28),,1976,2766797800
Europe (excl. EU-28),,1977,2855700000
Europe (excl. EU-28),,1978,2957333200
Europe (excl. EU-28),,1979,2987618300
Europe (excl. EU-28),,1980,3092722000
Europe (excl. EU-28),,1981,3043654000
Europe (excl. EU-28),,1982,3087955000
Europe (excl. EU-28),,1983,3140120600
Europe (excl. EU-28),,1984,3172374800
Europe (excl. EU-28),,1985,3409000400
Europe (excl. EU-28),,1986,3428341200
Europe (excl. EU-28),,1987,3414177300
Europe (excl. EU-28),,1988,3494775600
Europe (excl. EU-28),,1989,3412221000
Europe (excl. EU-28),,1990,3566058000
Europe (excl. EU-28),,1991,3324492800
Europe (excl. EU-28),,1992,2825281000
Europe (excl. EU-28),,1993,2618517000
Europe (excl. EU-28),,1994,2282844000
Europe (excl. EU-28),,1995,2221531000
Europe (excl. EU-28),,1996,2164472800
Europe (excl. EU-28),,1997,2049490400
Europe (excl. EU-28),,1998,2026584000
Europe (excl. EU-28),,1999,2005751600
Europe (excl. EU-28),,2000,1985048300
Europe (excl. EU-28),,2001,2046019600
Europe (excl. EU-28),,2002,2030818700
Europe (excl. EU-28),,2003,2081689300
Europe (excl. EU-28),,2004,2101801600
Europe (excl. EU-28),,2005,2116351700
Europe (excl. EU-28),,2006,2209667600
Europe (excl. EU-28),,2007,2211884500
Europe (excl. EU-28),,2008,2235694300
Europe (excl. EU-28),,2009,2068250100
Europe (excl. EU-28),,2010,2180642600
Europe (excl. EU-28),,2011,2248579300
Europe (excl. EU-28),,2012,2253518800
Europe (excl. EU-28),,2013,2188714200
Europe (excl. EU-28),,2014,2133821700
Europe (excl. EU-28),,2015,2099272400
Europe (excl. EU-28),,2016,2109350100
Europe (excl. EU-28),,2017,2131338500
Europe (excl. EU-28),,2018,2186471700
Europe (excl. EU-28),,2019,2167446000
Europe (excl. EU-28),,2020,2072963200
Europe (excl. EU-28),,2021,2157082400
Europe (excl. EU-28),,2022,2024746400
European Union (27),,1792,468992
European Union (27),,1793,479984
European Union (27),,1794,443344
European Union (27),,1795,447008
European Union (27),,1796,534944
European Union (27),,1797,549600
European Union (27),,1798,575248
European Union (27),,1799,626544
European Union (27),,1800,1201792
European Union (27),,1801,978288
European Union (27),,1802,9639984
European Union (27),,1803,996608
European Union (27),,1804,3642016
European Union (27),,1805,1612160
European Union (27),,1806,1458272
European Union (27),,1807,3235312
European Union (27),,1808,1399648
European Union (27),,1809,1403312
European Union (27),,1810,3667664
European Union (27),,1811,3568736
European Union (27),,1812,3583392
European Union (27),,1813,3319584
European Union (27),,1814,3477136
European Union (27),,1815,3960784
European Union (27),,1816,5561952
European Union (27),,1817,6785728
European Union (27),,1818,6837024
European Union (27),,1819,6844352
European Union (27),,1820,7364640
European Union (27),,1821,7731040
European Union (27),,1822,8075456
European Union (27),,1823,8771616
European Union (27),,1824,8423536
European Union (27),,1825,10024704
European Union (27),,1826,9955088
European Union (27),,1827,12234096
European Union (27),,1828,12450272
European Union (27),,1829,11248480
European Union (27),,1830,19141232
European Union (27),,1831,16470276
European Union (27),,1832,16481069
European Union (27),,1833,17763568
European Union (27),,1834,19562096
European Union (27),,1835,20848160
European Union (27),,1836,23577840
European Union (27),,1837,25585712
European Union (27),,1838,27146576
European Union (27),,1839,28271424
European Union (27),,1840,32049008
European Union (27),,1841,34503890
European Union (27),,1842,37138304
European Union (27),,1843,35929184
European Union (27),,1844,38574590
European Union (27),,1845,43916704
European Union (27),,1846,49266144
European Union (27),,1847,53648290
European Union (27),,1848,47573376
European Union (27),,1849,49130576
European Union (27),,1850,54189972
European Union (27),,1851,57297630
European Union (27),,1852,64284880
European Union (27),,1853,71180530
European Union (27),,1854,82319090
European Union (27),,1855,90821570
European Union (27),,1856,96396180
European Union (27),,1857,100452220
European Union (27),,1858,105866060
European Union (27),,1859,103998216
European Union (27),,1860,112653390
European Union (27),,1861,123851880
European Union (27),,1862,134075820
European Union (27),,1863,139488540
European Union (27),,1864,150897250
European Union (27),,1865,163822750
European Union (27),,1866,168329220
European Union (27),,1867,180490060
European Union (27),,1868,189353540
European Union (27),,1869,197348160
European Union (27),,1870,198125820
European Union (27),,1871,211580130
European Union (27),,1872,235092130
European Union (27),,1873,251699440
European Union (27),,1874,220221890
European Union (27),,1875,254915680
European Union (27),,1876,266345810
European Union (27),,1877,259883710
European Union (27),,1878,268509660
European Union (27),,1879,284258430
European Union (27),,1880,328857800
European Union (27),,1881,330134800
European Union (27),,1882,348956130
European Union (27),,1883,372650880
European Union (27),,1884,376344200
European Union (27),,1885,380987330
European Union (27),,1886,382773000
European Union (27),,1887,400963460
European Union (27),,1888,431373820
European Union (27),,1889,454560060
European Union (27),,1890,481646370
European Union (27),,1891,501331000
European Union (27),,1892,493621250
European Union (27),,1893,501921400
European Union (27),,1894,527209700
European Union (27),,1895,543307840
European Union (27),,1896,575295700
European Union (27),,1897,608566000
European Union (27),,1898,635495500
European Union (27),,1899,669341950
European Union (27),,1900,712148600
European Union (27),,1901,709667100
European Union (27),,1902,696454900
European Union (27),,1903,743081400
European Union (27),,1904,757160260
European Union (27),,1905,795767940
European Union (27),,1906,812353340
European Union (27),,1907,927498940
European Union (27),,1908,962028740
European Union (27),,1909,955012160
European Union (27),,1910,972859140
European Union (27),,1911,992706240
European Union (27),,1912,1064388200
European Union (27),,1913,1146181600
European Union (27),,1914,980966600
European Union (27),,1915,900022800
European Union (27),,1916,946087360
European Union (27),,1917,938304830
European Union (27),,1918,883433500
European Union (27),,1919,686950300
European Union (27),,1920,861439940
European Union (27),,1921,894133200
European Union (27),,1922,918097800
European Union (27),,1923,823398850
European Union (27),,1924,1000193150
European Union (27),,1925,1011739000
European Union (27),,1926,977933500
European Union (27),,1927,1099370200
European Union (27),,1928,1125185400
European Union (27),,1929,1235731100
European Union (27),,1930,1123375500
European Union (27),,1931,1011736900
European Union (27),,1932,894172160
European Union (27),,1933,921839600
European Union (27),,1934,993509500
European Union (27),,1935,1040007230
European Union (27),,1936,1083870700
European Union (27),,1937,1219894900
European Union (27),,1938,1232344800
European Union (27),,1939,1269051400
European Union (27),,1940,1320403800
European Union (27),,1941,1301363200
European Union (27),,1942,1320660000
European Union (27),,1943,1331662300
European Union (27),,1944,1141678700
European Union (27),,1945,492922300
European Union (27),,1946,847688500
European Union (27),,1947,990788740
European Union (27),,1948,1095449600
European Union (27),,1949,1211201500
European Union (27),,1950,1277712500
European Union (27),,1951,1429704700
European Union (27),,1952,1486753300
European Union (27),,1953,1514935800
European Union (27),,1954,1611292500
European Union (27),,1955,1743280000
European Union (27),,1956,1866998800
European Union (27),,1957,1926265900
European Union (27),,1958,1910780200
European Union (27),,1959,1940496400
European Union (27),,1960,2099371000
European Union (27),,1961,2198985700
European Union (27),,1962,2353890600
European Union (27),,1963,2512189700
European Union (27),,1964,2643400400
European Union (27),,1965,2676211200
European Union (27),,1966,2757727000
European Union (27),,1967,2819334700
European Union (27),,1968,2992574700
European Union (27),,1969,3191218200
European Union (27),,1970,3330682000
European Union (27),,1971,3424551700
European Union (27),,1972,3554761000
European Union (27),,1973,3727923200
European Union (27),,1974,3708678400
European Union (27),,1975,3635988500
European Union (27),,1976,3911710500
European Union (27),,1977,3873171000
European Union (27),,1978,4003664100
European Union (27),,1979,4113135400
European Union (27),,1980,4077500700
European Union (27),,1981,3863381200
European Union (27),,1982,3771411000
European Union (27),,1983,3728486000
European Union (27),,1984,3763593700
European Union (27),,1985,3820580900
European Union (27),,1986,3805261000
European Union (27),,1987,3839636000
European Union (27),,1988,3797893000
European Union (27),,1989,3835037200
European Union (27),,1990,3870427400
European Union (27),,1991,3804557600
European Union (27),,1992,3678623500
European Union (27),,1993,3609837800
European Union (27),,1994,3590762200
European Union (27),,1995,3637057800
European Union (27),,1996,3721912000
European Union (27),,1997,3655534800
European Union (27),,1998,3645832400
European Union (27),,1999,3590360800
European Union (27),,2000,3601508900
European Union (27),,2001,3658265000
European Union (27),,2002,3658905000
European Union (27),,2003,3743082800
European Union (27),,2004,3753995500
European Union (27),,2005,3734855400
European Union (27),,2006,3744527400
European Union (27),,2007,3708244700
European Union (27),,2008,3624358700
European Union (27),,2009,3330523400
European Union (27),,2010,3431444700
European Union (27),,2011,3330913300
European Union (27),,2012,3258429400
European Union (27),,2013,3178525200
European Union (27),,2014,3041581300
European Union (27),,2015,3092761900
European Union (27),,2016,3097996300
European Union (27),,2017,3119782100
European Union (27),,2018,3046239500
European Union (27),,2019,2904162000
European Union (27),,2020,2629970700
European Union (27),,2021,2805761500
European Union (27),,2022,2761907000
European Union (28),,1750,9305937
European Union (28),,1751,9407229
European Union (28),,1752,9505168
European Union (28),,1753,9610490
European Union (28),,1754,9733580
European Union (28),,1755,9793468
European Union (28),,1756,9909914
European Union (28),,1757,10093936
European Union (28),,1758,10216358
European Union (28),,1759,10338854
European Union (28),,1760,10514331
European Union (28),,1761,10747885
European Union (28),,1762,10952198
European Union (28),,1763,11191592
European Union (28),,1764,11396982
European Union (28),,1765,11643486
European Union (28),,1766,11876080
European Union (28),,1767,12152509
European Union (28),,1768,12466936
European Union (28),,1769,12780074
European Union (28),,1770,13097216
European Union (28),,1771,13369488
European Union (28),,1772,13623507
European Union (28),,1773,13808138
European Union (28),,1774,14012415
European Union (28),,1775,14338920
European Union (28),,1776,14654124
European Union (28),,1777,14959537
European Union (28),,1778,15243483
European Union (28),,1779,15535235
European Union (28),,1780,15878726
European Union (28),,1781,16234383
European Union (28),,1782,16580954
European Union (28),,1783,17062752
European Union (28),,1784,17471092
European Union (28),,1785,17961464
European Union (28),,1786,18443832
European Union (28),,1787,18855466
European Union (28),,1788,19282564
European Union (28),,1789,19859760
European Union (28),,1790,20394430
European Union (28),,1791,20928086
European Union (28),,1792,21925550
European Union (28),,1793,22293598
European Union (28),,1794,22515992
European Union (28),,1795,22311582
European Union (28),,1796,22117712
European Union (28),,1797,22086414
European Union (28),,1798,23102266
European Union (28),,1799,27481544
European Union (28),,1800,32541872
European Union (28),,1801,31714914
European Union (28),,1802,40017350
European Union (28),,1803,29238058
European Union (28),,1804,31432090
European Union (28),,1805,30907166
European Union (28),,1806,32366874
European Union (28),,1807,35818970
European Union (28),,1808,35101290
European Union (28),,1809,35925850
European Union (28),,1810,39069692
European Union (28),,1811,39723810
European Union (28),,1812,40325010
European Union (28),,1813,40679356
European Union (28),,1814,41658940
European Union (28),,1815,42979950
European Union (28),,1816,44827450
European Union (28),,1817,48552070
European Union (28),,1818,50606024
European Union (28),,1819,50160850
European Union (28),,1820,49931828
European Union (28),,1821,51224476
European Union (28),,1822,53149412
European Union (28),,1823,55448036
European Union (28),,1824,56560324
European Union (28),,1825,59588492
European Union (28),,1826,60056732
European Union (28),,1827,64281724
European Union (28),,1828,65080500
European Union (28),,1829,64491360
European Union (28),,1830,86865460
European Union (28),,1831,80956420
European Union (28),,1832,79039790
European Union (28),,1833,79688300
European Union (28),,1834,85364220
European Union (28),,1835,93045580
European Union (28),,1836,102122390
European Union (28),,1837,100839330
European Union (28),,1838,100732536
European Union (28),,1839,104057590
European Union (28),,1840,112839890
European Union (28),,1841,115834296
European Union (28),,1842,122331430
European Union (28),,1843,124498740
European Union (28),,1844,132529720
European Union (28),,1845,143695140
European Union (28),,1846,144759820
European Union (28),,1847,155471220
European Union (28),,1848,156551400
European Union (28),,1849,166480700
European Union (28),,1850,176540130
European Union (28),,1851,173708800
European Union (28),,1852,180282500
European Union (28),,1853,186538600
European Union (28),,1854,221331380
European Union (28),,1855,220990930
European Union (28),,1856,236477380
European Union (28),,1857,238025500
European Union (28),,1858,240699520
European Union (28),,1859,253701150
European Union (28),,1860,280603840
European Union (28),,1861,298899500
European Union (28),,1862,303546800
European Union (28),,1863,319713380
European Union (28),,1864,344807100
European Union (28),,1865,369310850
European Union (28),,1866,380060800
European Union (28),,1867,397864200
European Union (28),,1868,402572670
European Union (28),,1869,421053700
European Union (28),,1870,426620200
European Union (28),,1871,453616640
European Union (28),,1872,490080900
European Union (28),,1873,516357500
European Union (28),,1874,477409060
European Union (28),,1875,526403420
European Union (28),,1876,537364540
European Union (28),,1877,535782900
European Union (28),,1878,539484400
European Union (28),,1879,556904000
European Union (28),,1880,625982600
European Union (28),,1881,642446850
European Union (28),,1882,663920900
European Union (28),,1883,700381060
European Union (28),,1884,695441900
European Union (28),,1885,696278140
European Union (28),,1886,695202300
European Union (28),,1887,721405900
European Union (28),,1888,764541300
European Union (28),,1889,799584260
European Union (28),,1890,834669060
European Union (28),,1891,861802600
European Union (28),,1892,846629400
European Union (28),,1893,818132000
European Union (28),,1894,889311900
European Union (28),,1895,908857800
European Union (28),,1896,951277060
European Union (28),,1897,994535400
European Union (28),,1898,1022373570
European Union (28),,1899,1083894300
European Union (28),,1900,1131889200
European Union (28),,1901,1120368500
European Union (28),,1902,1123094800
European Union (28),,1903,1173066500
European Union (28),,1904,1189153200
European Union (28),,1905,1233440000
European Union (28),,1906,1265703700
European Union (28),,1907,1401067300
European Union (28),,1908,1423993100
European Union (28),,1909,1421098600
European Union (28),,1910,1442591200
European Union (28),,1911,1474057000
European Union (28),,1912,1520274000
European Union (28),,1913,1644503900
European Union (28),,1914,1464149200
European Union (28),,1915,1389503900
European Union (28),,1916,1453159300
European Union (28),,1917,1439474000
European Union (28),,1918,1350282000
European Union (28),,1919,1143081600
European Union (28),,1920,1332190700
European Union (28),,1921,1213938000
European Union (28),,1922,1346320500
European Union (28),,1923,1278291800
European Union (28),,1924,1476176100
European Union (28),,1925,1461396100
European Union (28),,1926,1224304500
European Union (28),,1927,1566105100
European Union (28),,1928,1562825100
European Union (28),,1929,1696404900
European Union (28),,1930,1564449200
European Union (28),,1931,1423949300
European Union (28),,1932,1290071800
European Union (28),,1933,1313994100
European Union (28),,1934,1416713200
European Union (28),,1935,1469114100
European Union (28),,1936,1537666700
European Union (28),,1937,1688025600
European Union (28),,1938,1681284900
European Union (28),,1939,1721507700
European Union (28),,1940,1795547600
European Union (28),,1941,1771014700
European Union (28),,1942,1789559800
European Union (28),,1943,1786482700
European Union (28),,1944,1583703300
European Union (28),,1945,910546700
European Union (28),,1946,1283816700
European Union (28),,1947,1452057700
European Union (28),,1948,1571012900
European Union (28),,1949,1696310300
European Union (28),,1950,1778504700
European Union (28),,1951,1974957600
European Union (28),,1952,2015459300
European Union (28),,1953,2055146500
European Union (28),,1954,2164302300
European Union (28),,1955,2320231700
European Union (28),,1956,2441322200
European Union (28),,1957,2496980000
European Union (28),,1958,2467096000
European Union (28),,1959,2487102500
European Union (28),,1960,2683391000
European Union (28),,1961,2787600400
European Union (28),,1962,2946822100
European Union (28),,1963,3115575300
European Union (28),,1964,3251266300
European Union (28),,1965,3298322700
European Union (28),,1966,3375801600
European Union (28),,1967,3411391700
European Union (28),,1968,3599063000
European Union (28),,1969,3819600600
European Union (28),,1970,3983259600
European Union (28),,1971,4084940000
European Union (28),,1972,4202787300
European Union (28),,1973,4387500500
European Union (28),,1974,4325862000
European Union (28),,1975,4239235600
European Union (28),,1976,4510236700
European Union (28),,1977,4477532700
European Union (28),,1978,4608378000
European Union (28),,1979,4757648400
European Union (28),,1980,4656536000
European Union (28),,1981,4423935500
European Union (28),,1982,4319651300
European Union (28),,1983,4273971200
European Union (28),,1984,4292702000
European Union (28),,1985,4380208000
European Union (28),,1986,4373815300
European Union (28),,1987,4411303400
European Union (28),,1988,4368187000
European Union (28),,1989,4416613400
European Union (28),,1990,4472372000
European Union (28),,1991,4413970400
European Union (28),,1992,4272469500
European Union (28),,1993,4189450200
European Union (28),,1994,4164779300
European Union (28),,1995,4203217000
European Union (28),,1996,4308672500
European Union (28),,1997,4218243000
European Union (28),,1998,4214376200
European Union (28),,1999,4152010200
European Union (28),,2000,4170542300
European Union (28),,2001,4236235800
European Union (28),,2002,4219178200
European Union (28),,2003,4314702000
European Union (28),,2004,4327425000
European Union (28),,2005,4305194000
European Union (28),,2006,4312373000
European Union (28),,2007,4267811300
European Union (28),,2008,4169291000
European Union (28),,2009,3824631300
European Union (28),,2010,3943349500
European Union (28),,2011,3800626700
European Union (28),,2012,3745906200
European Union (28),,2013,3656136400
European Union (28),,2014,3480388400
European Union (28),,2015,3515222500
European Union (28),,2016,3497426400
European Union (28),,2017,3507149300
European Union (28),,2018,3425969200
European Union (28),,2019,3268915500
European Union (28),,2020,2956233700
European Union (28),,2021,3153226800
European Union (28),,2022,3080561400
Faroe Islands,FRO,1950,40304
Faroe Islands,FRO,1951,40304
Faroe Islands,FRO,1952,54960
Faroe Islands,FRO,1953,84272
Faroe Islands,FRO,1954,76944
Faroe Islands,FRO,1955,98928
Faroe Islands,FRO,1956,113584
Faroe Islands,FRO,1957,95264
Faroe Islands,FRO,1958,117248
Faroe Islands,FRO,1959,98928
Faroe Islands,FRO,1960,58624
Faroe Islands,FRO,1961,113584
Faroe Islands,FRO,1962,117248
Faroe Islands,FRO,1963,124576
Faroe Islands,FRO,1964,120912
Faroe Islands,FRO,1965,135568
Faroe Islands,FRO,1966,139232
Faroe Islands,FRO,1967,168544
Faroe Islands,FRO,1968,183200
Faroe Islands,FRO,1969,212512
Faroe Islands,FRO,1970,256480.02
Faroe Islands,FRO,1971,260144
Faroe Islands,FRO,1972,234496
Faroe Islands,FRO,1973,252815.98
Faroe Islands,FRO,1974,300448
Faroe Islands,FRO,1975,348080
Faroe Islands,FRO,1976,329760
Faroe Islands,FRO,1977,406704
Faroe Islands,FRO,1978,399376
Faroe Islands,FRO,1979,479984
Faroe Islands,FRO,1980,421360
Faroe Islands,FRO,1981,439680
Faroe Islands,FRO,1982,458000
Faroe Islands,FRO,1983,487312
Faroe Islands,FRO,1984,498304
Faroe Islands,FRO,1985,516623.97
Faroe Islands,FRO,1986,490976
Faroe Islands,FRO,1987,498304
Faroe Islands,FRO,1988,527616
Faroe Islands,FRO,1989,578912
Faroe Islands,FRO,1990,703488
Faroe Islands,FRO,1991,655856
Faroe Islands,FRO,1992,648528
Faroe Islands,FRO,1993,582576
Faroe Islands,FRO,1994,575248
Faroe Islands,FRO,1995,571584
Faroe Islands,FRO,1996,600896
Faroe Islands,FRO,1997,589904
Faroe Islands,FRO,1998,622880
Faroe Islands,FRO,1999,630208
Faroe Islands,FRO,2000,688832
Faroe Islands,FRO,2001,762112
Faroe Islands,FRO,2002,725472
Faroe Islands,FRO,2003,732800
Faroe Islands,FRO,2004,747456
Faroe Islands,FRO,2005,721808
Faroe Islands,FRO,2006,677840
Faroe Islands,FRO,2007,688832
Faroe Islands,FRO,2008,630208
Faroe Islands,FRO,2009,575248
Faroe Islands,FRO,2010,630208
Faroe Islands,FRO,2011,567920
Faroe Islands,FRO,2012,589904
Faroe Islands,FRO,2013,648528
Faroe Islands,FRO,2014,597232
Faroe Islands,FRO,2015,608224
Faroe Islands,FRO,2016,630208
Faroe Islands,FRO,2017,707152
Faroe Islands,FRO,2018,725472
Faroe Islands,FRO,2019,740128
Faroe Islands,FRO,2020,758448
Faroe Islands,FRO,2021,736770
Faroe Islands,FRO,2022,748133
Fiji,FJI,1950,120912
Fiji,FJI,1951,131904
Fiji,FJI,1952,157552
Fiji,FJI,1953,168544
Fiji,FJI,1954,157552
Fiji,FJI,1955,172208
Fiji,FJI,1956,194192
Fiji,FJI,1957,164880
Fiji,FJI,1958,175872
Fiji,FJI,1959,197856
Fiji,FJI,1960,194192
Fiji,FJI,1961,168544
Fiji,FJI,1962,230832
Fiji,FJI,1963,241824
Fiji,FJI,1964,424905
Fiji,FJI,1965,344267
Fiji,FJI,1966,322252
Fiji,FJI,1967,355228
Fiji,FJI,1968,395504
Fiji,FJI,1969,432146
Fiji,FJI,1970,520050
Fiji,FJI,1971,549271
Fiji,FJI,1972,578555
Fiji,FJI,1973,629851
Fiji,FJI,1974,670185
Fiji,FJI,1975,622581
Fiji,FJI,1976,482997
Fiji,FJI,1977,764627
Fiji,FJI,1978,709084
Fiji,FJI,1979,836456
Fiji,FJI,1980,792420
Fiji,FJI,1981,1077173
Fiji,FJI,1982,835123
Fiji,FJI,1983,708926
Fiji,FJI,1984,577209
Fiji,FJI,1985,572991
Fiji,FJI,1986,598086
Fiji,FJI,1987,471995
Fiji,FJI,1988,549765
Fiji,FJI,1989,625202
Fiji,FJI,1990,801220
Fiji,FJI,1991,655032
Fiji,FJI,1992,730309
Fiji,FJI,1993,728647
Fiji,FJI,1994,723077
Fiji,FJI,1995,736697
Fiji,FJI,1996,792447
Fiji,FJI,1997,764285
Fiji,FJI,1998,743300
Fiji,FJI,1999,756467
Fiji,FJI,2000,814852
Fiji,FJI,2001,1042053
Fiji,FJI,2002,879737
Fiji,FJI,2003,1037013.06
Fiji,FJI,2004,1340918
Fiji,FJI,2005,1082308
Fiji,FJI,2006,1202662
Fiji,FJI,2007,1140350
Fiji,FJI,2008,846043
Fiji,FJI,2009,741810
Fiji,FJI,2010,1091800
Fiji,FJI,2011,998622
Fiji,FJI,2012,968907
Fiji,FJI,2013,1106116
Fiji,FJI,2014,1251551
Fiji,FJI,2015,1319945
Fiji,FJI,2016,1259717
Fiji,FJI,2017,1361855
Fiji,FJI,2018,1410107
Fiji,FJI,2019,1408048
Fiji,FJI,2020,1040951.94
Fiji,FJI,2021,1085736
Fiji,FJI,2022,1073925
Finland,FIN,1860,36640
Finland,FIN,1861,73280
Finland,FIN,1862,73280
Finland,FIN,1863,76944
Finland,FIN,1864,47632
Finland,FIN,1865,62288
Finland,FIN,1866,69616
Finland,FIN,1867,62288
Finland,FIN,1868,87936
Finland,FIN,1869,69616
Finland,FIN,1870,91600
Finland,FIN,1871,113584
Finland,FIN,1872,91600
Finland,FIN,1873,87936
Finland,FIN,1874,124576
Finland,FIN,1875,84272
Finland,FIN,1876,95264
Finland,FIN,1877,113584
Finland,FIN,1878,128240.01
Finland,FIN,1879,76944
Finland,FIN,1880,98928
Finland,FIN,1881,98928
Finland,FIN,1882,120912
Finland,FIN,1883,117248
Finland,FIN,1884,142896
Finland,FIN,1885,219840
Finland,FIN,1886,128240.01
Finland,FIN,1887,128240.01
Finland,FIN,1888,120912
Finland,FIN,1889,161216
Finland,FIN,1890,208848
Finland,FIN,1891,219840
Finland,FIN,1892,194192
Finland,FIN,1893,194192
Finland,FIN,1894,219840
Finland,FIN,1895,234496
Finland,FIN,1896,296784
Finland,FIN,1897,516623.97
Finland,FIN,1898,487312
Finland,FIN,1899,736464
Finland,FIN,1900,600896
Finland,FIN,1901,421360
Finland,FIN,1902,399376
Finland,FIN,1903,512960.03
Finland,FIN,1904,527616
Finland,FIN,1905,586240
Finland,FIN,1906,615552
Finland,FIN,1907,886688
Finland,FIN,1908,1406976
Finland,FIN,1909,1282400
Finland,FIN,1910,1062560
Finland,FIN,1911,1315376
Finland,FIN,1912,1483920
Finland,FIN,1913,1663456
Finland,FIN,1914,688832
Finland,FIN,1915,106256
Finland,FIN,1916,179536
Finland,FIN,1917,120912
Finland,FIN,1918,73280
Finland,FIN,1919,238160
Finland,FIN,1920,274800
Finland,FIN,1921,282128
Finland,FIN,1922,710816
Finland,FIN,1923,1476592
Finland,FIN,1924,1744064
Finland,FIN,1925,1711088
Finland,FIN,1926,1597504
Finland,FIN,1927,2850592
Finland,FIN,1928,3127927
Finland,FIN,1929,3351431
Finland,FIN,1930,2648241
Finland,FIN,1931,3011154
Finland,FIN,1932,3022177
Finland,FIN,1933,3223666
Finland,FIN,1934,3952535
Finland,FIN,1935,3516342
Finland,FIN,1936,4963383
Finland,FIN,1937,6780401
Finland,FIN,1938,5695588
Finland,FIN,1939,4870834
Finland,FIN,1940,2314430
Finland,FIN,1941,3245056
Finland,FIN,1942,2809575
Finland,FIN,1943,3945176
Finland,FIN,1944,2725303
Finland,FIN,1945,640077
Finland,FIN,1946,3281607
Finland,FIN,1947,5450338
Finland,FIN,1948,8457918
Finland,FIN,1949,4932763
Finland,FIN,1950,6544565
Finland,FIN,1951,7976833
Finland,FIN,1952,8654883
Finland,FIN,1953,7566048
Finland,FIN,1954,9152148
Finland,FIN,1955,10925492
Finland,FIN,1956,12167915
Finland,FIN,1957,12241255
Finland,FIN,1958,10607200
Finland,FIN,1959,13555739
Finland,FIN,1960,15086935
Finland,FIN,1961,14921697
Finland,FIN,1962,16790280
Finland,FIN,1963,19336490
Finland,FIN,1964,22827688
Finland,FIN,1965,25300086
Finland,FIN,1966,29488840
Finland,FIN,1967,28587734
Finland,FIN,1968,33281468
Finland,FIN,1969,37896828
Finland,FIN,1970,40355044
Finland,FIN,1971,40536760
Finland,FIN,1972,44106084
Finland,FIN,1973,49320160
Finland,FIN,1974,46608372
Finland,FIN,1975,46025676
Finland,FIN,1976,51198464
Finland,FIN,1977,50136984
Finland,FIN,1978,51825016
Finland,FIN,1979,54237020
Finland,FIN,1980,58139290
Finland,FIN,1981,51403284
Finland,FIN,1982,42976476
Finland,FIN,1983,41463372
Finland,FIN,1984,42147140
Finland,FIN,1985,49549076
Finland,FIN,1986,53214370
Finland,FIN,1987,57533400
Finland,FIN,1988,52058084
Finland,FIN,1989,52447930
Finland,FIN,1990,56915000
Finland,FIN,1991,55188000
Finland,FIN,1992,54265000
Finland,FIN,1993,56314000
Finland,FIN,1994,61732000
Finland,FIN,1995,58116000
Finland,FIN,1996,64032996
Finland,FIN,1997,62696000
Finland,FIN,1998,59352000
